label,method,uri,query_string,body_truncated,headers_raw,source_ip,timestamp,host,user_agent
normal,GET,/index.php/publicknowledge/$$$call$$$/grid/queries/queries-grid/fetch-grid?submissionId=60,submissionId=60,,"Host: ojs.local\r\nUser-Agent: Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:121.0) Gecko/20100101 Firefox/121.0\r\nAccept: text/html,application/json",10.34.100.31,2026-06-12T13:58:11+00:00,ojs.local,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:121.0) Gecko/20100101 Firefox/121.0
normal,POST,/index.php/publicknowledge/$$$call$$$/grid/settings/sections/section-grid/update-section?sectionId=30,sectionId=30,csrfToken=abc123def456&sectionId=30&title%5Ben_US%5D=Reviews&title%5Bfr_CA%5D=Perspectives&abbrev%5Ben_US%5D=COM&abbrev%5Bfr_CA%5D=REV&policy%5Ben_US%5D=&path=section30&wordCount=500&submitFormButton=Save,"Host: ojs.local\r\nUser-Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0 Safari/537.36\r\nAccept: text/html,application/json",10.34.100.22,2026-06-12T10:13:38+00:00,ojs.local,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0 Safari/537.36"
normal,POST,/index.php/publicknowledge/$$$call$$$/grid/queries/queries-grid/update-query?queryId=33&wasNew=&submissionId=51&stageId=5,queryId=33&wasNew=&submissionId=51&stageId=5,csrfToken=abc123def456&users%5B%5D=32&users%5B%5D=5&subject=Letters+to+the+Editor&comment=%3Cp%3EThe+abstract+should+be+shortened+to+250+words.%3C%2Fp%3E&submitFormButton=Save,"Host: ojs.local\r\nUser-Agent: Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0 Safari/537.36\r\nAccept: text/html,application/json",10.34.100.32,2026-06-12T11:52:21+00:00,ojs.local,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0 Safari/537.36"
normal,GET,/index.php/publicknowledge/$$$call$$$/grid/settings/sections/section-grid/fetch-grid?submissionId=43,submissionId=43,,"Host: ojs.local\r\nUser-Agent: Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.1 Safari/605.1.15\r\nAccept: text/html,application/json",10.34.100.27,2026-06-12T11:36:15+00:00,ojs.local,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.1 Safari/605.1.15"
normal,GET,/index.php/publicknowledge/$$$call$$$/grid/submissions/unassigned/unassigned-grid/fetch-grid?submissionId=57,submissionId=57,,"Host: ojs.local\r\nUser-Agent: Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:121.0) Gecko/20100101 Firefox/121.0\r\nAccept: text/html,application/json",10.34.100.41,2026-06-12T12:20:59+00:00,ojs.local,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:121.0) Gecko/20100101 Firefox/121.0
normal,GET,/index.php/publicknowledge/management/importexport/plugin/NativeImportExportPlugin/exportIssues?tab=export,tab=export,,"Host: ojs.local\r\nUser-Agent: Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.1 Safari/605.1.15\r\nAccept: text/html,application/json",10.34.100.25,2026-06-12T10:42:01+00:00,ojs.local,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.1 Safari/605.1.15"
normal,POST,/index.php/publicknowledge/$$$call$$$/grid/settings/sections/section-grid/update-section?sectionId=28,sectionId=28,csrfToken=abc123def456&sectionId=28&title%5Ben_US%5D=Case+Studies&title%5Bfr_CA%5D=Perspectives&abbrev%5Ben_US%5D=OR&abbrev%5Bfr_CA%5D=BR&policy%5Ben_US%5D=&path=section28&wordCount=500&submitFormButton=Save,"Host: ojs.local\r\nUser-Agent: Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0 Safari/537.36\r\nAccept: text/html,application/json",10.34.100.40,2026-06-12T12:51:50+00:00,ojs.local,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0 Safari/537.36"
normal,POST,/index.php/publicknowledge/$$$call$$$/grid/queries/queries-grid/update-query?queryId=29&wasNew=&submissionId=78&stageId=4,queryId=29&wasNew=&submissionId=78&stageId=4,csrfToken=abc123def456&users%5B%5D=32&users%5B%5D=5&subject=Technical+Reports&comment=%3Cp%3EThank+you+for+the+submission%2C+we+will+assign+reviewers+shortly.%3C%2Fp%3E&submitFormButton=Save,"Host: ojs.local\r\nUser-Agent: Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.1 Safari/605.1.15\r\nAccept: text/html,application/json",10.34.100.48,2026-06-12T11:41:27+00:00,ojs.local,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.1 Safari/605.1.15"
normal,GET,/index.php/publicknowledge/management/importexport/plugin/NativeImportExportPlugin/exportSubmissions?tab=export,tab=export,,"Host: ojs.local\r\nUser-Agent: Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.1 Safari/605.1.15\r\nAccept: text/html,application/json",10.34.100.23,2026-06-12T09:23:07+00:00,ojs.local,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.1 Safari/605.1.15"
normal,GET,/index.php/publicknowledge/management/importexport/plugin/NativeImportExportPlugin/exportIssues?tab=export,tab=export,,"Host: ojs.local\r\nUser-Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0 Safari/537.36\r\nAccept: text/html,application/json",10.34.100.21,2026-06-12T09:40:58+00:00,ojs.local,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0 Safari/537.36"
normal,GET,/index.php/publicknowledge/management/importexport/plugin/NativeImportExportPlugin/exportIssues?tab=import,tab=import,,"Host: ojs.local\r\nUser-Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0 Safari/537.36\r\nAccept: text/html,application/json",10.34.100.24,2026-06-12T10:17:58+00:00,ojs.local,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0 Safari/537.36"
normal,GET,/index.php/publicknowledge/management/importexport/plugin/NativeImportExportPlugin/exportSubmissions?tab=export,tab=export,,"Host: ojs.local\r\nUser-Agent: Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:121.0) Gecko/20100101 Firefox/121.0\r\nAccept: text/html,application/json",10.34.100.56,2026-06-12T11:08:53+00:00,ojs.local,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:121.0) Gecko/20100101 Firefox/121.0
normal,GET,/index.php/publicknowledge/management/importexport/plugin/NativeImportExportPlugin/index?tab=export,tab=export,,"Host: ojs.local\r\nUser-Agent: Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.1 Safari/605.1.15\r\nAccept: text/html,application/json",10.34.100.43,2026-06-12T09:17:41+00:00,ojs.local,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.1 Safari/605.1.15"
normal,GET,/index.php/publicknowledge/management/importexport/plugin/NativeImportExportPlugin?tab=import,tab=import,,"Host: ojs.local\r\nUser-Agent: Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.1 Safari/605.1.15\r\nAccept: text/html,application/json",10.34.100.45,2026-06-12T13:02:27+00:00,ojs.local,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.1 Safari/605.1.15"
normal,GET,/index.php/publicknowledge/management/importexport/plugin/NativeImportExportPlugin/exportSubmissions?tab=import,tab=import,,"Host: ojs.local\r\nUser-Agent: Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0 Safari/537.36\r\nAccept: text/html,application/json",10.34.100.21,2026-06-12T11:51:41+00:00,ojs.local,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0 Safari/537.36"
normal,GET,/index.php/publicknowledge/management/importexport/plugin/NativeImportExportPlugin/downloadExportFile?tab=export,tab=export,,"Host: ojs.local\r\nUser-Agent: Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0 Safari/537.36\r\nAccept: text/html,application/json",10.34.100.36,2026-06-12T10:41:36+00:00,ojs.local,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0 Safari/537.36"
normal,GET,/index.php/publicknowledge/management/importexport/plugin/NativeImportExportPlugin/exportIssues?tab=import,tab=import,,"Host: ojs.local\r\nUser-Agent: Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.1 Safari/605.1.15\r\nAccept: text/html,application/json",10.34.100.51,2026-06-12T11:22:09+00:00,ojs.local,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.1 Safari/605.1.15"
normal,POST,/index.php/publicknowledge/$$$call$$$/grid/settings/sections/section-grid/update-section?sectionId=9,sectionId=9,csrfToken=abc123def456&sectionId=9&title%5Ben_US%5D=Editorials&title%5Bfr_CA%5D=Technical+Reports&abbrev%5Ben_US%5D=CS&abbrev%5Bfr_CA%5D=TR&policy%5Ben_US%5D=&path=section9&wordCount=500&submitFormButton=Save,"Host: ojs.local\r\nUser-Agent: Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0 Safari/537.36\r\nAccept: text/html,application/json",10.34.100.40,2026-06-12T10:49:19+00:00,ojs.local,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0 Safari/537.36"
normal,GET,/index.php/publicknowledge/management/importexport/plugin/NativeImportExportPlugin?tab=export,tab=export,,"Host: ojs.local\r\nUser-Agent: Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.1 Safari/605.1.15\r\nAccept: text/html,application/json",10.34.100.30,2026-06-12T12:09:44+00:00,ojs.local,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.1 Safari/605.1.15"
normal,POST,/index.php/publicknowledge/$$$call$$$/grid/settings/sections/section-grid/update-section?sectionId=24,sectionId=24,csrfToken=abc123def456&sectionId=24&title%5Ben_US%5D=Conference+Papers&title%5Bfr_CA%5D=Short+Communications&abbrev%5Ben_US%5D=BR&abbrev%5Bfr_CA%5D=COM&policy%5Ben_US%5D=&path=section24&wordCount=500&submitFormButton=Save,"Host: ojs.local\r\nUser-Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0 Safari/537.36\r\nAccept: text/html,application/json",10.34.100.35,2026-06-12T14:48:16+00:00,ojs.local,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0 Safari/537.36"
normal,POST,/index.php/publicknowledge/$$$call$$$/grid/settings/sections/section-grid/update-section?sectionId=24,sectionId=24,csrfToken=abc123def456&sectionId=24&title%5Ben_US%5D=Systematic+Reviews&title%5Bfr_CA%5D=Technical+Reports&abbrev%5Ben_US%5D=RN&abbrev%5Bfr_CA%5D=EDI&policy%5Ben_US%5D=&path=section24&wordCount=500&submitFormButton=Save,"Host: ojs.local\r\nUser-Agent: Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0 Safari/537.36\r\nAccept: text/html,application/json",10.34.100.39,2026-06-12T13:29:48+00:00,ojs.local,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0 Safari/537.36"
normal,GET,/index.php/publicknowledge/management/importexport/plugin/NativeImportExportPlugin/exportIssues?tab=export,tab=export,,"Host: ojs.local\r\nUser-Agent: Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:121.0) Gecko/20100101 Firefox/121.0\r\nAccept: text/html,application/json",10.34.100.56,2026-06-12T12:37:26+00:00,ojs.local,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:121.0) Gecko/20100101 Firefox/121.0
normal,POST,/index.php/publicknowledge/$$$call$$$/grid/settings/sections/section-grid/update-section?sectionId=21,sectionId=21,csrfToken=abc123def456&sectionId=21&title%5Ben_US%5D=Editorials&title%5Bfr_CA%5D=Technical+Reports&abbrev%5Ben_US%5D=TR&abbrev%5Bfr_CA%5D=CP&policy%5Ben_US%5D=&path=section21&wordCount=500&submitFormButton=Save,"Host: ojs.local\r\nUser-Agent: Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.1 Safari/605.1.15\r\nAccept: text/html,application/json",10.34.100.28,2026-06-12T09:40:16+00:00,ojs.local,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.1 Safari/605.1.15"
normal,GET,/index.php/publicknowledge/management/importexport/plugin/NativeImportExportPlugin/downloadExportFile?tab=import,tab=import,,"Host: ojs.local\r\nUser-Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0 Safari/537.36\r\nAccept: text/html,application/json",10.34.100.47,2026-06-12T14:01:05+00:00,ojs.local,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0 Safari/537.36"
normal,POST,/index.php/publicknowledge/$$$call$$$/grid/settings/sections/section-grid/update-section?sectionId=8,sectionId=8,csrfToken=abc123def456&sectionId=8&title%5Ben_US%5D=Conference+Papers&title%5Bfr_CA%5D=Research+Notes&abbrev%5Ben_US%5D=PER&abbrev%5Bfr_CA%5D=CS&policy%5Ben_US%5D=&path=section8&wordCount=500&submitFormButton=Save,"Host: ojs.local\r\nUser-Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0 Safari/537.36\r\nAccept: text/html,application/json",10.34.100.40,2026-06-12T13:34:37+00:00,ojs.local,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0 Safari/537.36"
normal,GET,/index.php/publicknowledge/$$$call$$$/grid/issues/future-issue-grid/fetch-grid?submissionId=37,submissionId=37,,"Host: ojs.local\r\nUser-Agent: Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0 Safari/537.36\r\nAccept: text/html,application/json",10.34.100.36,2026-06-12T11:03:08+00:00,ojs.local,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0 Safari/537.36"
normal,GET,/index.php/publicknowledge/management/importexport/plugin/NativeImportExportPlugin/downloadExportFile?tab=export,tab=export,,"Host: ojs.local\r\nUser-Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0 Safari/537.36\r\nAccept: text/html,application/json",10.34.100.39,2026-06-12T10:47:12+00:00,ojs.local,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0 Safari/537.36"
normal,GET,/index.php/publicknowledge/management/importexport/plugin/NativeImportExportPlugin?tab=import,tab=import,,"Host: ojs.local\r\nUser-Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0 Safari/537.36\r\nAccept: text/html,application/json",10.34.100.30,2026-06-12T14:35:33+00:00,ojs.local,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0 Safari/537.36"
normal,GET,/index.php/publicknowledge/management/importexport/plugin/NativeImportExportPlugin/downloadExportFile?tab=export,tab=export,,"Host: ojs.local\r\nUser-Agent: Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0 Safari/537.36\r\nAccept: text/html,application/json",10.34.100.21,2026-06-12T14:59:45+00:00,ojs.local,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0 Safari/537.36"
normal,POST,/index.php/publicknowledge/$$$call$$$/grid/settings/sections/section-grid/update-section?sectionId=37,sectionId=37,csrfToken=abc123def456&sectionId=37&title%5Ben_US%5D=Letters+to+the+Editor&title%5Bfr_CA%5D=Commentaries&abbrev%5Ben_US%5D=CLI&abbrev%5Bfr_CA%5D=ART&policy%5Ben_US%5D=&path=section37&wordCount=500&submitFormButton=Save,"Host: ojs.local\r\nUser-Agent: Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:121.0) Gecko/20100101 Firefox/121.0\r\nAccept: text/html,application/json",10.34.100.54,2026-06-12T09:44:21+00:00,ojs.local,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:121.0) Gecko/20100101 Firefox/121.0
normal,GET,/index.php/publicknowledge/management/importexport/plugin/NativeImportExportPlugin/exportSubmissions?tab=export,tab=export,,"Host: ojs.local\r\nUser-Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0 Safari/537.36\r\nAccept: text/html,application/json",10.34.100.45,2026-06-12T11:38:11+00:00,ojs.local,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0 Safari/537.36"
normal,GET,/index.php/publicknowledge/$$$call$$$/grid/settings/sections/section-grid/fetch-grid?submissionId=8,submissionId=8,,"Host: ojs.local\r\nUser-Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0 Safari/537.36\r\nAccept: text/html,application/json",10.34.100.48,2026-06-12T11:42:26+00:00,ojs.local,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0 Safari/537.36"
normal,GET,/index.php/publicknowledge/management/importexport/plugin/NativeImportExportPlugin/exportIssues?tab=import,tab=import,,"Host: ojs.local\r\nUser-Agent: Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.1 Safari/605.1.15\r\nAccept: text/html,application/json",10.34.100.58,2026-06-12T12:46:59+00:00,ojs.local,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.1 Safari/605.1.15"
normal,POST,/index.php/publicknowledge/$$$call$$$/grid/queries/queries-grid/update-query?queryId=56&wasNew=&submissionId=41&stageId=3,queryId=56&wasNew=&submissionId=41&stageId=3,csrfToken=abc123def456&users%5B%5D=32&users%5B%5D=5&subject=Research+Notes&comment=%3Cp%3EPlease+confirm+the+author+affiliations+before+publication.%3C%2Fp%3E&submitFormButton=Save,"Host: ojs.local\r\nUser-Agent: Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.1 Safari/605.1.15\r\nAccept: text/html,application/json",10.34.100.52,2026-06-12T10:18:27+00:00,ojs.local,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.1 Safari/605.1.15"
normal,POST,/index.php/publicknowledge/$$$call$$$/grid/settings/sections/section-grid/update-section?sectionId=21,sectionId=21,csrfToken=abc123def456&sectionId=21&title%5Ben_US%5D=Short+Communications&title%5Bfr_CA%5D=Technical+Reports&abbrev%5Ben_US%5D=BR&abbrev%5Bfr_CA%5D=LE&policy%5Ben_US%5D=&path=section21&wordCount=500&submitFormButton=Save,"Host: ojs.local\r\nUser-Agent: Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:121.0) Gecko/20100101 Firefox/121.0\r\nAccept: text/html,application/json",10.34.100.35,2026-06-12T14:06:44+00:00,ojs.local,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:121.0) Gecko/20100101 Firefox/121.0
normal,POST,/index.php/publicknowledge/$$$call$$$/grid/settings/sections/section-grid/update-section?sectionId=4,sectionId=4,csrfToken=abc123def456&sectionId=4&title%5Ben_US%5D=Perspectives&title%5Bfr_CA%5D=Meta+Analyses&abbrev%5Ben_US%5D=CLI&abbrev%5Bfr_CA%5D=SC&policy%5Ben_US%5D=&path=section4&wordCount=500&submitFormButton=Save,"Host: ojs.local\r\nUser-Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0 Safari/537.36\r\nAccept: text/html,application/json",10.34.100.40,2026-06-12T10:16:56+00:00,ojs.local,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0 Safari/537.36"
normal,GET,/index.php/publicknowledge/management/importexport/plugin/NativeImportExportPlugin/exportSubmissions?tab=import,tab=import,,"Host: ojs.local\r\nUser-Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0 Safari/537.36\r\nAccept: text/html,application/json",10.34.100.51,2026-06-12T14:15:29+00:00,ojs.local,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0 Safari/537.36"
normal,GET,/index.php/publicknowledge/$$$call$$$/grid/submissions/unassigned/unassigned-grid/fetch-grid?submissionId=40,submissionId=40,,"Host: ojs.local\r\nUser-Agent: Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:121.0) Gecko/20100101 Firefox/121.0\r\nAccept: text/html,application/json",10.34.100.21,2026-06-12T13:41:06+00:00,ojs.local,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:121.0) Gecko/20100101 Firefox/121.0
normal,GET,/index.php/publicknowledge/$$$call$$$/grid/issues/future-issue-grid/fetch-grid?submissionId=59,submissionId=59,,"Host: ojs.local\r\nUser-Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0 Safari/537.36\r\nAccept: text/html,application/json",10.34.100.33,2026-06-12T09:49:10+00:00,ojs.local,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0 Safari/537.36"
normal,GET,/index.php/publicknowledge/$$$call$$$/grid/settings/sections/section-grid/fetch-grid?submissionId=7,submissionId=7,,"Host: ojs.local\r\nUser-Agent: Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.1 Safari/605.1.15\r\nAccept: text/html,application/json",10.34.100.51,2026-06-12T14:18:35+00:00,ojs.local,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.1 Safari/605.1.15"
normal,GET,/index.php/publicknowledge/management/importexport/plugin/NativeImportExportPlugin/exportIssues?tab=export,tab=export,,"Host: ojs.local\r\nUser-Agent: Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0 Safari/537.36\r\nAccept: text/html,application/json",10.34.100.26,2026-06-12T14:26:19+00:00,ojs.local,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0 Safari/537.36"
normal,POST,/index.php/publicknowledge/$$$call$$$/grid/settings/sections/section-grid/update-section?sectionId=17,sectionId=17,csrfToken=abc123def456&sectionId=17&title%5Ben_US%5D=Systematic+Reviews&title%5Bfr_CA%5D=Meta+Analyses&abbrev%5Ben_US%5D=SR&abbrev%5Bfr_CA%5D=REV&policy%5Ben_US%5D=&path=section17&wordCount=500&submitFormButton=Save,"Host: ojs.local\r\nUser-Agent: Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:121.0) Gecko/20100101 Firefox/121.0\r\nAccept: text/html,application/json",10.34.100.23,2026-06-12T12:55:20+00:00,ojs.local,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:121.0) Gecko/20100101 Firefox/121.0
normal,GET,/index.php/publicknowledge/management/importexport/plugin/NativeImportExportPlugin/index?tab=export,tab=export,,"Host: ojs.local\r\nUser-Agent: Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.1 Safari/605.1.15\r\nAccept: text/html,application/json",10.34.100.24,2026-06-12T14:11:26+00:00,ojs.local,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.1 Safari/605.1.15"
normal,GET,/index.php/publicknowledge/management/importexport/plugin/NativeImportExportPlugin/exportIssues?tab=export,tab=export,,"Host: ojs.local\r\nUser-Agent: Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0 Safari/537.36\r\nAccept: text/html,application/json",10.34.100.28,2026-06-12T12:30:59+00:00,ojs.local,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0 Safari/537.36"
normal,GET,/index.php/publicknowledge/$$$call$$$/grid/users/user-grid/fetch-grid?submissionId=44,submissionId=44,,"Host: ojs.local\r\nUser-Agent: Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.1 Safari/605.1.15\r\nAccept: text/html,application/json",10.34.100.29,2026-06-12T09:52:48+00:00,ojs.local,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.1 Safari/605.1.15"
normal,GET,/index.php/publicknowledge/management/importexport/plugin/NativeImportExportPlugin/downloadExportFile?tab=export,tab=export,,"Host: ojs.local\r\nUser-Agent: Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0 Safari/537.36\r\nAccept: text/html,application/json",10.34.100.22,2026-06-12T10:48:42+00:00,ojs.local,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0 Safari/537.36"
